"","sentiment","n","percent"
"1","anger",1049,6.18
"2","anticipation",2795,16.48
"3","disgust",1933,11.39
"4","fear",2034,11.99
"5","joy",2460,14.5
"6","sadness",1398,8.24
"7","surprise",1521,8.97
"8","trust",3774,22.25
