"","sentiment","n","percent"
"1","anger",167,5.26
"2","anticipation",645,20.3
"3","disgust",145,4.56
"4","fear",360,11.33
"5","joy",647,20.37
"6","sadness",283,8.91
"7","surprise",361,11.36
"8","trust",569,17.91
