"","sentiment","n","percent"
"1","anger",3863,7.55
"2","anticipation",8134,15.9
"3","disgust",1841,3.6
"4","fear",7549,14.76
"5","joy",8373,16.37
"6","sadness",4705,9.2
"7","surprise",4354,8.51
"8","trust",12324,24.1
