"","sentiment","n","percent"
"1","anticipation",1,12.5
"2","disgust",1,12.5
"3","fear",1,12.5
"4","joy",1,12.5
"5","sadness",1,12.5
"6","surprise",1,12.5
"7","trust",2,25
