"","sentiment","n","percent"
"1","anger",3794,6.05
"2","anticipation",12431,19.81
"3","disgust",2761,4.4
"4","fear",6292,10.03
"5","joy",12064,19.22
"6","sadness",6071,9.67
"7","surprise",7084,11.29
"8","trust",12255,19.53
