"","X","text","n"
"1",1,"ockley brook didcot",3
"2",2,"first floor extension",2
"3",3,"£170000 price",1
"4",4,"2 bed house",1
"5",5,"7 deer brook ockley road",1
"6",6,"824    address ockley brook didcot status",1
"7",7,"application 7 deer brook ockley road",1
"8",8,"didcot ockley brook",1
"9",9,"gu6 7qj      erection",1
"10",10,"my uncle keith",1
"11",11,"ockley brook  3 bed price",1
"12",12,"ockley brook didcot 1 bed price",1
"13",13,"ockley brook didcot 3 bed price",1
"14",14,"ockley road pumping station",1
"15",15,"opposite ockley brook way",1
"16",16,"the glebeewhurstfarthingham lane sewage smell",1
"17",17,"the midlands gambol",1
"18",18,"yeah the generous george",1
"19",19,"yesterday initial price",1
