"","sentiment","n","percent"
"1","anger",3,10.34
"2","anticipation",4,13.79
"3","disgust",1,3.45
"4","fear",5,17.24
"5","joy",3,10.34
"6","sadness",6,20.69
"7","surprise",3,10.34
"8","trust",4,13.79
