"","sentiment","n","percent"
"1","anger",33,4.19
"2","anticipation",11,1.4
"3","fear",366,46.45
"4","joy",6,0.76
"5","sadness",1,0.13
"6","surprise",363,46.07
"7","trust",8,1.02
