"","sentiment","n","percent"
"1","anger",6682,6.34
"2","anticipation",25177,23.88
"3","disgust",3699,3.51
"4","fear",12065,11.45
"5","joy",17638,16.73
"6","sadness",8798,8.35
"7","surprise",10304,9.77
"8","trust",21053,19.97
