"","sentiment","n","percent"
"1","anger",2628,5.6
"2","anticipation",19272,41.08
"3","disgust",1470,3.13
"4","fear",4304,9.18
"5","joy",5185,11.05
"6","sadness",3661,7.8
"7","surprise",2978,6.35
"8","trust",7412,15.8
