"","sentiment","n","percent"
"1","anger",17,4.83
"2","anticipation",40,11.36
"3","disgust",9,2.56
"4","fear",65,18.47
"5","joy",47,13.35
"6","sadness",20,5.68
"7","surprise",23,6.53
"8","trust",131,37.22
