"","sentiment","n","percent"
"1","anger",10,4.46
"2","anticipation",35,15.62
"3","disgust",8,3.57
"4","fear",35,15.62
"5","joy",25,11.16
"6","sadness",47,20.98
"7","surprise",13,5.8
"8","trust",51,22.77
