"","sentiment","n","percent"
"1","anger",445,6.74
"2","anticipation",1137,17.21
"3","disgust",454,6.87
"4","fear",1349,20.42
"5","joy",1083,16.39
"6","sadness",595,9.01
"7","surprise",498,7.54
"8","trust",1046,15.83
