"","sentiment","n","percent"
"1","anger",19,7.36
"2","anticipation",41,15.89
"3","disgust",12,4.65
"4","fear",40,15.5
"5","joy",38,14.73
"6","sadness",19,7.36
"7","surprise",16,6.2
"8","trust",73,28.29
