"","created_at","mean_senti"
"1",2008-12-06,0
"2",2009-05-23,0.5
"3",2009-09-10,0
"4",2009-10-25,1.95
"5",2010-01-13,0.4
"6",2010-04-10,0
"7",2010-05-15,-0.5
"8",2010-06-20,0.35
"9",2010-06-30,-0.25
"10",2010-07-04,0.95
"11",2010-07-05,0.75
"12",2011-02-27,2.35
"13",2011-04-24,1.5
"14",2011-07-14,0.75
"15",2011-08-06,0
"16",2011-10-20,-0.25
"17",2011-12-14,1.85
"18",2012-01-13,0
"19",2012-01-25,0.9
"20",2012-02-26,-0.25
"21",2012-03-07,-1.6
"22",2012-03-11,0.25
"23",2012-03-17,0
"24",2012-03-30,0
"25",2012-04-07,1.45
"26",2012-04-24,0
"27",2012-05-11,0
"28",2012-05-24,0.25
"29",2012-05-29,0.75
"30",2012-06-04,0
"31",2012-06-10,-0.4
"32",2012-07-10,1.4
"33",2012-07-13,1.4
"34",2012-07-14,0.9
"35",2012-07-23,0
"36",2012-07-24,0.4
"37",2012-08-03,0.00657894736842105
"38",2012-08-04,0
"39",2012-08-08,0
"40",2012-08-09,-0.15
"41",2012-08-14,0.5
"42",2012-08-15,-1.6
"43",2012-08-24,-0.75
"44",2012-08-25,0.8
"45",2012-09-05,0
"46",2012-09-09,1.25
"47",2012-09-22,0
"48",2012-11-13,0
"49",2012-11-18,0.5
"50",2012-11-28,1.5
"51",2012-11-29,1.4
"52",2012-11-30,0
"53",2012-12-09,0
"54",2012-12-10,0
"55",2012-12-20,1
"56",2013-01-29,0.35
"57",2013-02-10,0.35
"58",2013-03-08,-1
"59",2013-03-16,0.8
"60",2013-03-23,0.1
"61",2013-04-07,1.15
"62",2013-04-14,0
"63",2013-04-18,0
"64",2013-04-20,0.75
"65",2013-04-28,0.5
"66",2013-05-19,-0.85
"67",2013-06-11,0.85
"68",2013-06-12,0.8
"69",2013-06-15,2.25
"70",2013-06-19,0.35
"71",2013-07-08,-1
"72",2013-07-13,0
"73",2013-07-19,0.1
"74",2013-07-22,0.25
"75",2013-07-27,0
"76",2013-10-26,0.6
"77",2013-11-20,0
"78",2013-12-24,-0.536363636363636
"79",2014-01-01,-0.3
"80",2014-01-02,-1.45
"81",2014-01-03,0
"82",2014-01-04,0.95
"83",2014-01-05,-0.1
"84",2014-01-16,0.9
"85",2014-01-17,-1.225
"86",2014-01-23,0.675
"87",2014-01-27,0
"88",2014-02-07,-1.15
"89",2014-02-09,0
"90",2014-02-20,0
"91",2014-04-16,0.25
"92",2014-04-25,0
"93",2014-06-05,1.15
"94",2014-06-10,0
"95",2014-06-12,0
"96",2014-06-25,1.15
"97",2014-07-17,0.6
"98",2014-07-19,0.5
"99",2014-07-26,0.8
"100",2014-08-04,0
"101",2014-08-06,0
"102",2014-08-09,1.55
"103",2014-08-18,-0.25
"104",2014-09-09,0
"105",2014-09-12,0.925
"106",2014-09-27,0.5
"107",2014-09-30,0
"108",2014-10-11,1.75
"109",2014-10-31,-1.6
"110",2014-11-02,0
"111",2014-11-03,0
"112",2014-11-16,1.35
"113",2015-01-20,0
"114",2015-02-14,1.25
"115",2015-02-22,0.6
"116",2015-02-25,-0.5
"117",2015-02-26,1.5
"118",2015-02-28,-1
"119",2015-03-03,0.475
"120",2015-03-10,0.6
"121",2015-04-06,1.1
"122",2015-04-12,0.75
"123",2015-04-14,-0.25
"124",2015-04-16,-0.075
"125",2015-04-28,0
"126",2015-05-01,1.05
"127",2015-05-20,0
"128",2015-05-26,0.5
"129",2015-05-28,0.4
"130",2015-06-03,0
"131",2015-06-18,0
"132",2015-06-24,0
"133",2015-06-30,0.5
"134",2015-07-03,0.25
"135",2015-07-09,1
"136",2015-07-16,1.5
"137",2015-07-20,1.35
"138",2015-07-31,0.25
"139",2015-08-18,0.5
"140",2015-10-18,0.75
