"","X","text","n"
"1",1,"the dark knight",655
"2",2,"knighttsubasa reservoir chronicle",44
"3",3,"the dark knight reservoir dogs",36
"4",4,"the usual suspects",31
"5",5,"the shawshank redemption",26
"6",6,"no particular order",24
"7",7,"the dark knight reservoir",24
"8",8,"reservoir dogs",22
"9",9,"the big lebowski",22
"10",10,"tsubasa reservoir chronicle",22
"11",11,"magic knight rayearth",19
"12",12,"the dark knight trilogy",19
"13",13,"the lost ark",16
"14",14,"12 angry men",15
"15",15,"the dark knight inception",15
"16",16,"birch knight mushrooms",14
"17",17,"pulp fiction reservoir dogs",14
"18",18,"tsubasa reservoir chronicles",12
"19",19,"dark knight trilogy",11
"20",20,"1 reservoir dogs",10
"21",21,"dark knight reservoir dogs",10
"22",22,"the cuckoos nest",9
"23",23,"7 reservoir dogs",8
"24",24,"the dark knight steven spielberg",8
"25",25,"the first movie",8
