"","sentiment","n","percent"
"1","anger",17,4.99
"2","anticipation",39,11.44
"3","disgust",9,2.64
"4","fear",63,18.48
"5","joy",46,13.49
"6","sadness",16,4.69
"7","surprise",23,6.74
"8","trust",128,37.54
