"","sentiment","n","percent"
"1","anger",482,5.15
"2","anticipation",1870,19.98
"3","disgust",413,4.41
"4","fear",1436,15.35
"5","joy",1610,17.2
"6","sadness",769,8.22
"7","surprise",1011,10.8
"8","trust",1767,18.88
