"","sentiment","n","percent"
"1","anger",461,6.58
"2","anticipation",1354,19.34
"3","disgust",283,4.04
"4","fear",855,12.21
"5","joy",1265,18.07
"6","sadness",690,9.85
"7","surprise",636,9.08
"8","trust",1458,20.82
