"","sentiment","n","percent"
"1","anger",452,6.45
"2","anticipation",1137,16.23
"3","disgust",455,6.49
"4","fear",1738,24.8
"5","joy",1083,15.46
"6","sadness",597,8.52
"7","surprise",499,7.12
"8","trust",1046,14.93
