"","sentiment","n","percent"
"1","anger",1224,6.13
"2","anticipation",3465,17.36
"3","disgust",2038,10.21
"4","fear",2189,10.97
"5","joy",3057,15.31
"6","sadness",1639,8.21
"7","surprise",1888,9.46
"8","trust",4463,22.36
