"","sentiment","n","percent"
"1","anger",101,5.86
"2","anticipation",230,13.34
"3","disgust",80,4.64
"4","fear",637,36.95
"5","joy",173,10.03
"6","sadness",120,6.96
"7","surprise",119,6.9
"8","trust",264,15.31
