"","sentiment","n","percent"
"1","anger",72,4.81
"2","anticipation",189,12.62
"3","disgust",53,3.54
"4","fear",735,49.07
"5","joy",147,9.81
"6","sadness",51,3.4
"7","surprise",63,4.21
"8","trust",188,12.55
