"","sentiment","n","percent"
"1","anger",5,3.85
"2","anticipation",30,23.08
"3","disgust",4,3.08
"4","fear",14,10.77
"5","joy",21,16.15
"6","sadness",12,9.23
"7","surprise",15,11.54
"8","trust",29,22.31
