"","sentiment","n","percent"
"1","anger",23,12.3
"2","anticipation",45,24.06
"3","disgust",2,1.07
"4","fear",25,13.37
"5","joy",19,10.16
"6","sadness",20,10.7
"7","surprise",14,7.49
"8","trust",39,20.86
