"","sentiment","n","percent"
"1","anger",168,4.57
"2","anticipation",696,18.93
"3","disgust",221,6.01
"4","fear",338,9.19
"5","joy",808,21.97
"6","sadness",314,8.54
"7","surprise",334,9.08
"8","trust",798,21.7
