"","sentiment","n","percent"
"1","anger",17,10.06
"2","anticipation",31,18.34
"3","disgust",15,8.88
"4","fear",21,12.43
"5","joy",26,15.38
"6","sadness",13,7.69
"7","surprise",10,5.92
"8","trust",36,21.3
