"","sentiment","n","percent"
"1","anger",108,12.92
"2","anticipation",59,7.06
"3","disgust",5,0.6
"4","fear",596,71.29
"5","joy",15,1.79
"6","sadness",5,0.6
"7","surprise",16,1.91
"8","trust",32,3.83
