"","created_at","mean_senti"
"1",2009-01-10,-0.6
"2",2009-03-22,-1
"3",2009-04-03,0
"4",2009-06-03,1.05
"5",2009-06-11,1.05
"6",2009-07-18,1.1
"7",2009-10-31,-1
"8",2009-11-03,0.8
"9",2009-11-09,-1
"10",2009-11-23,0.25
"11",2010-01-11,0
"12",2010-01-12,1.65
"13",2010-02-02,0
"14",2010-02-25,0.75
"15",2010-03-15,0
"16",2010-04-02,0.1
"17",2010-04-08,0.2
"18",2010-04-12,0.6
"19",2010-04-19,0.6
"20",2010-04-26,0.7
"21",2010-05-03,0.7
"22",2010-05-17,0.3
"23",2010-06-02,0.7
"24",2010-06-03,0.25
"25",2010-06-07,0.25
"26",2010-08-24,0
"27",2010-09-07,1.05
"28",2010-09-13,0.25
"29",2010-10-06,0.25
"30",2010-10-07,0.25
"31",2010-10-08,0.25
"32",2010-10-26,-0.25
"33",2010-10-27,1.05
"34",2010-10-29,-0.5
"35",2010-11-01,-0.75
"36",2010-11-08,1.05
"37",2010-11-15,1.05
"38",2010-11-16,1.05
"39",2010-11-23,-0.25
"40",2010-11-29,-0.5
"41",2011-01-18,0
"42",2011-02-12,-0.75
"43",2011-02-20,0.1
"44",2011-03-29,1.05
"45",2011-04-08,0
"46",2011-05-10,0
"47",2011-05-24,0.2125
"48",2011-06-02,0
"49",2011-06-07,-0.75
"50",2011-06-17,0.25
"51",2011-06-20,0
"52",2011-07-30,0
"53",2011-08-10,-0.25
"54",2011-08-11,-0.6
"55",2011-08-17,0
"56",2011-08-18,0
"57",2011-09-01,0.4
"58",2011-09-16,0.5
"59",2011-10-10,2.35
"60",2011-10-11,0.5
"61",2011-10-14,1.05
"62",2011-10-15,1.05
"63",2011-12-02,-0.75
"64",2012-01-10,0.5
"65",2012-02-06,0
"66",2012-03-23,0.5
"67",2012-04-19,0
"68",2012-04-24,0
"69",2012-04-27,0
"70",2012-07-10,0
"71",2012-07-21,0
"72",2012-07-28,-0.4
"73",2012-08-10,0.6
"74",2012-08-19,1.1
"75",2012-09-05,0
"76",2012-10-07,0
"77",2012-10-19,0
"78",2012-12-16,0
"79",2012-12-18,0.22
"80",2012-12-31,0
"81",2013-01-27,0
"82",2013-02-07,0
"83",2013-02-22,0
"84",2013-03-07,0
"85",2013-04-04,0
"86",2013-04-17,0.5
"87",2013-04-25,0.75
"88",2013-05-01,0
"89",2013-05-14,-0.25
"90",2013-05-22,0.5
"91",2013-05-31,0
"92",2013-06-03,0.2
"93",2013-06-08,0
"94",2013-06-10,0.25
"95",2013-06-14,0.1
"96",2013-06-18,0.25
"97",2013-06-19,-1
"98",2013-07-23,-0.15
"99",2013-07-24,-0.025
"100",2013-08-07,0
"101",2013-08-10,0.4
"102",2013-08-14,-0.25
"103",2013-08-24,0
"104",2013-08-29,0
"105",2013-09-26,-0.5
"106",2013-09-29,1
"107",2013-10-12,0.45
"108",2013-11-12,0
"109",2013-11-19,0.5
"110",2013-11-25,0.8
"111",2013-11-28,-0.25
"112",2013-12-13,0.8
"113",2013-12-14,0
"114",2014-01-03,0.25
"115",2014-01-25,0
"116",2014-02-06,1
"117",2014-02-08,-0.75
"118",2014-02-09,-0.55
"119",2014-02-16,0
"120",2014-02-20,0.9
"121",2014-03-16,1.4
