"","mean_senti","Date"
"1",-0.6,2009-01-01
"2",-1,2009-03-01
"3",0,2009-04-01
"4",1.05,2009-06-01
"5",1.1,2009-07-01
"6",-1,2009-10-01
"7",0.0166666666666667,2009-11-01
"8",0.825,2010-01-01
"9",0.375,2010-02-01
"10",0,2010-03-01
"11",0.44,2010-04-01
"12",0.5,2010-05-01
"13",0.4,2010-06-01
"14",0,2010-08-01
"15",0.65,2010-09-01
"16",0.175,2010-10-01
"17",0.275,2010-11-01
"18",0,2011-01-01
"19",-0.325,2011-02-01
"20",1.05,2011-03-01
"21",0,2011-04-01
"22",0.10625,2011-05-01
"23",-0.125,2011-06-01
"24",0,2011-07-01
"25",-0.2125,2011-08-01
"26",0.45,2011-09-01
"27",1.2375,2011-10-01
"28",-0.75,2011-12-01
"29",0.5,2012-01-01
"30",0,2012-02-01
"31",0.5,2012-03-01
"32",0,2012-04-01
"33",-0.133333333333333,2012-07-01
"34",0.85,2012-08-01
"35",0,2012-09-01
"36",0,2012-10-01
"37",0.0733333333333333,2012-12-01
"38",0,2013-01-01
"39",0,2013-02-01
"40",0,2013-03-01
"41",0.416666666666667,2013-04-01
"42",0.0625,2013-05-01
"43",-0.0333333333333333,2013-06-01
"44",-0.0875,2013-07-01
"45",0.03,2013-08-01
"46",0.25,2013-09-01
"47",0.45,2013-10-01
"48",0.2625,2013-11-01
"49",0.4,2013-12-01
"50",0.125,2014-01-01
"51",0.12,2014-02-01
"52",0.575,2014-03-01
"53",0.356269841269841,2014-04-01
"54",-0.425,2014-05-01
"55",-0.366666666666667,2014-06-01
"56",0.45,2014-07-01
"57",0.466666666666667,2014-08-01
"58",0.6375,2014-09-01
"59",0.371428571428571,2014-10-01
"60",0.25,2014-11-01
"61",-0.2,2014-12-01
"62",0.133333333333333,2015-01-01
"63",0.00416666666666671,2015-02-01
"64",0.505902777777778,2015-03-01
"65",0.275,2015-04-01
"66",0.00416666666666668,2015-05-01
"67",0.3,2015-06-01
"68",0.408333333333333,2015-07-01
"69",0.2,2015-08-01
"70",0,2015-09-01
"71",0.157142857142857,2015-10-01
"72",-0.210714285714286,2015-11-01
"73",0.194285714285714,2015-12-01
"74",0.216666666666667,2016-01-01
"75",-0.179166666666667,2016-02-01
"76",-0.3,2016-03-01
"77",0.133333333333333,2016-04-01
"78",-0.327083333333333,2016-05-01
"79",-0.304166666666667,2016-06-01
"80",-1.45,2016-07-01
"81",-0.126,2016-08-01
"82",-1.08333333333333,2016-09-01
"83",-0.41,2016-10-01
"84",0.45,2016-11-01
"85",-0.408333333333333,2016-12-01
"86",-0.325,2017-01-01
"87",-0.166666666666667,2017-02-01
"88",-0.370833333333333,2017-03-01
"89",-0.358333333333333,2017-04-01
"90",0.509375,2017-05-01
"91",-0.108333333333333,2017-06-01
"92",-0.25,2017-07-01
"93",0,2017-08-01
"94",0.266666666666667,2017-09-01
"95",-0.391666666666667,2017-10-01
"96",-0.46875,2017-11-01
"97",0.0660714285714286,2017-12-01
"98",-0.0869047619047619,2018-01-01
"99",-0.530555555555556,2018-02-01
"100",0.104166666666667,2018-03-01
"101",-0.0625,2018-04-01
"102",0.43,2018-05-01
"103",0.215,2018-06-01
"104",0.34,2018-07-01
"105",-0.161190476190476,2018-08-01
"106",0.7,2018-09-01
"107",0.310714285714286,2018-10-01
"108",0.766666666666667,2018-11-01
"109",0.0125,2018-12-01
"110",-0.630555555555556,2019-01-01
"111",0.311,2019-02-01
"112",-0.148809523809524,2019-03-01
"113",-0.0277777777777778,2019-04-01
"114",-0.13125,2019-05-01
"115",0.357291666666667,2019-06-01
"116",-0.7375,2019-07-01
"117",0.507142857142857,2019-08-01
"118",-0.3125,2019-09-01
"119",0.175,2019-10-01
"120",0.0625,2019-11-01
"121",0.255,2019-12-01
"122",0.416666666666667,2020-01-01
"123",0.728571428571429,2020-02-01
"124",-0.725,2020-03-01
"125",-0.0464285714285714,2020-04-01
"126",-0.386666666666667,2020-05-01
"127",-0.0125,2020-06-01
"128",0.75,2020-07-01
"129",1.2125,2020-08-01
"130",0.465909090909091,2020-09-01
"131",0.437152777777778,2020-10-01
"132",0.6375,2020-11-01
"133",0.0805555555555556,2020-12-01
"134",-0.175,2021-01-01
"135",-0.24,2021-02-01
"136",0.283333333333333,2021-03-01
"137",0.159615384615385,2021-04-01
"138",-0.00833333333333333,2021-05-01
"139",0.0291666666666667,2021-06-01
"140",-0.295833333333333,2021-07-01
"141",0.170833333333333,2021-08-01
