"","sentiment","n","percent"
"1","anger",16,13.22
"2","anticipation",17,14.05
"3","disgust",14,11.57
"4","fear",21,17.36
"5","joy",13,10.74
"6","sadness",15,12.4
"7","surprise",7,5.79
"8","trust",18,14.88
