"","sentiment","n","percent"
"1","anger",1693,8
"2","anticipation",3587,16.96
"3","disgust",1151,5.44
"4","fear",2115,10
"5","joy",3918,18.52
"6","sadness",2661,12.58
"7","surprise",1899,8.98
"8","trust",4128,19.52
