"","sentiment","n","percent"
"1","anger",1869,8.57
"2","anticipation",3287,15.06
"3","disgust",1066,4.89
"4","fear",3322,15.23
"5","joy",3062,14.03
"6","sadness",2739,12.55
"7","surprise",2258,10.35
"8","trust",4216,19.32
