"","sentiment","n","percent"
"1","anger",2396,12.61
"2","anticipation",2895,15.23
"3","disgust",985,5.18
"4","fear",3150,16.57
"5","joy",2425,12.76
"6","sadness",1982,10.43
"7","surprise",1477,7.77
"8","trust",3697,19.45
