"","sentiment","n","percent"
"1","anger",2,6.67
"2","anticipation",7,23.33
"3","disgust",1,3.33
"4","fear",1,3.33
"5","joy",4,13.33
"6","sadness",3,10
"7","surprise",3,10
"8","trust",9,30
