"","sentiment","n","percent"
"1","anger",7,7.14
"2","anticipation",15,15.31
"3","disgust",6,6.12
"4","fear",15,15.31
"5","joy",12,12.24
"6","sadness",10,10.2
"7","surprise",10,10.2
"8","trust",23,23.47
