"","sentiment","n","percent"
"1","anger",10,3.37
"2","anticipation",37,12.46
"3","disgust",4,1.35
"4","fear",13,4.38
"5","joy",164,55.22
"6","sadness",16,5.39
"7","surprise",18,6.06
"8","trust",35,11.78
