"","sentiment","n","percent"
"1","anger",191,10.77
"2","anticipation",302,17.03
"3","disgust",97,5.47
"4","fear",272,15.34
"5","joy",206,11.62
"6","sadness",195,11
"7","surprise",133,7.5
"8","trust",377,21.26
