"","mean_senti","Date"
"1",1.225,2009-08-01
"2",0.125,2009-11-01
"3",0.25,2010-02-01
"4",0.1875,2010-04-01
"5",0,2010-05-01
"6",0.135,2010-06-01
"7",-0.0357142857142857,2010-07-01
"8",-0.0833333333333333,2010-08-01
"9",0.1,2010-09-01
"10",0.816666666666667,2010-10-01
"11",0.65,2010-11-01
"12",0.05,2010-12-01
"13",-0.1,2011-01-01
"14",0.8,2011-02-01
"15",-0.283333333333333,2011-03-01
"16",-0.005,2011-04-01
"17",0.154464285714286,2011-05-01
"18",-0.0979166666666667,2011-06-01
"19",-0.134607142857143,2011-07-01
"20",-0.190416666666667,2011-08-01
"21",-0.166777777777778,2011-09-01
"22",-0.221749639249639,2011-10-01
"23",-0.2078125,2011-11-01
"24",-0.0075,2011-12-01
"25",-0.192857142857143,2012-01-01
"26",-0.252631578947368,2012-02-01
"27",0.040625,2012-03-01
"28",0.466666666666667,2012-04-01
"29",0.15,2012-05-01
"30",0.36,2012-06-01
"31",-0.366666666666667,2012-07-01
"32",0.625,2012-08-01
"33",0.383333333333333,2012-09-01
"34",0.333333333333333,2012-10-01
"35",-0.25,2012-11-01
"36",-0.07,2012-12-01
"37",0.725,2013-01-01
"38",-0.05,2013-02-01
"39",0.533333333333333,2013-03-01
"40",0.4,2013-04-01
"41",0.25,2013-05-01
"42",0.1875,2013-06-01
"43",0.983333333333333,2013-07-01
"44",0.166666666666667,2013-08-01
"45",0.4,2013-09-01
"46",0.0714285714285714,2013-10-01
"47",0.175,2013-11-01
"48",0.133333333333333,2013-12-01
"49",0.733333333333333,2014-01-01
"50",0.275,2014-02-01
"51",0.25625,2014-03-01
"52",0,2014-04-01
"53",0,2014-05-01
"54",0.775,2014-06-01
"55",0.22,2014-07-01
"56",0.125,2014-08-01
"57",-0.0833333333333333,2014-09-01
"58",0,2014-10-01
"59",0.4,2014-11-01
"60",0,2014-12-01
"61",-0.075,2015-01-01
"62",-0.166666666666667,2015-02-01
"63",-0.16875,2015-03-01
"64",-0.125,2015-04-01
"65",-0.07,2015-05-01
"66",-0.05,2015-06-01
"67",0.5,2015-07-01
"68",0.3,2015-08-01
"69",0.025,2015-09-01
"70",0,2015-10-01
"71",0.1875,2015-11-01
"72",0.413636363636364,2015-12-01
"73",-0.6,2016-01-01
"74",-0.05,2016-02-01
"75",0.116666666666667,2016-03-01
"76",0.75,2016-04-01
"77",0.4875,2016-05-01
"78",0.05,2016-06-01
"79",0.166666666666667,2016-07-01
"80",0.6,2016-08-01
"81",0.2125,2016-09-01
"82",0,2016-10-01
"83",-1.46888888888889,2016-11-01
"84",-1.4,2016-12-01
"85",0,2017-01-01
"86",0,2017-02-01
"87",0.175,2017-04-01
"88",0.11875,2017-05-01
"89",0.375,2017-06-01
"90",0.885714285714286,2017-07-01
"91",0,2017-08-01
"92",0.47,2017-09-01
"93",0.06,2017-10-01
"94",0.55,2017-11-01
"95",0.2525,2017-12-01
"96",0.681818181818182,2018-01-01
"97",0.3625,2018-02-01
"98",0.7,2018-03-01
"99",0.35,2018-04-01
"100",0.59,2018-05-01
"101",0.538888888888889,2018-06-01
"102",1.375,2018-07-01
"103",0.954545454545455,2018-08-01
"104",1.20833333333333,2018-09-01
"105",1.215,2018-10-01
"106",1.3,2018-11-01
"107",0.491666666666667,2018-12-01
"108",1.02083333333333,2019-01-01
"109",0.516666666666667,2019-02-01
"110",1.09722222222222,2019-03-01
"111",0.722222222222222,2019-04-01
"112",0.864285714285714,2019-05-01
"113",0.132142857142857,2019-06-01
"114",0.85,2019-07-01
"115",0.568518518518519,2019-08-01
"116",0.742857142857143,2019-09-01
"117",0.452777777777778,2019-10-01
"118",0.4,2019-11-01
"119",0.29375,2019-12-01
"120",0.225,2020-01-01
"121",0.26,2020-02-01
"122",1.5,2020-03-01
"123",-0.00555555555555555,2020-04-01
"124",-0.10625,2020-05-01
"125",0.95,2020-06-01
"126",0.6725,2020-07-01
"127",1.24166666666667,2020-08-01
"128",0.209166666666667,2020-09-01
"129",0.46,2020-10-01
"130",0.25,2020-11-01
"131",0.466666666666667,2020-12-01
"132",0.185714285714286,2021-01-01
"133",0.797916666666667,2021-02-01
"134",0.7,2021-03-01
"135",0.640909090909091,2021-04-01
"136",0.761363636363636,2021-05-01
"137",0.955555555555556,2021-06-01
"138",0.321666666666667,2021-07-01
"139",-0.458333333333333,2021-08-01
