"","sentiment","n","percent"
"1","anger",813,6.49
"2","anticipation",2195,17.52
"3","disgust",648,5.17
"4","fear",2394,19.11
"5","joy",1924,15.36
"6","sadness",1048,8.37
"7","surprise",1018,8.13
"8","trust",2488,19.86
