"","sentiment","n","percent"
"1","anger",1125,6.44
"2","anticipation",4869,27.87
"3","disgust",776,4.44
"4","fear",1989,11.39
"5","joy",2720,15.57
"6","sadness",1619,9.27
"7","surprise",1314,7.52
"8","trust",3056,17.49
