"","sentiment","n","percent"
"1","anger",371,4.27
"2","anticipation",1559,17.94
"3","disgust",881,10.14
"4","fear",2010,23.13
"5","joy",1414,16.27
"6","sadness",583,6.71
"7","surprise",436,5.02
"8","trust",1437,16.53
