"","sentiment","n","percent"
"1","anger",260,5.56
"2","anticipation",990,21.18
"3","disgust",329,7.04
"4","fear",680,14.55
"5","joy",751,16.06
"6","sadness",321,6.87
"7","surprise",392,8.39
"8","trust",952,20.36
