"","sentiment","n","percent"
"1","anger",1003,6.31
"2","anticipation",2926,18.41
"3","disgust",612,3.85
"4","fear",1423,8.95
"5","joy",3110,19.56
"6","sadness",1106,6.96
"7","surprise",1753,11.03
"8","trust",3964,24.94
