"","sentiment","n","percent"
"1","anger",1684,7.67
"2","anticipation",3454,15.74
"3","disgust",1878,8.56
"4","fear",4211,19.19
"5","joy",3066,13.97
"6","sadness",2286,10.42
"7","surprise",1893,8.63
"8","trust",3470,15.81
