"","X","text","n"
"1",1,"beaver brook fiddlers",3
"2",2,"former  bar manager",3
"3",3,"the galloping granny rosemary henderson",3
"4",4,"the stoney brook fiddlers",3
"5",5,"fiddlers brook morris",2
"6",6,"gp access cards",2
"7",7,"lazy brook park",2
"8",8,"new city vibes",2
"9",9,"the  vaccine",2
"10",10,"the dishonest fiddlers",2
"11",11,"the general store",2
"12",12,"the tobique festival",2
"13",13,"xfactor and moreicy fiddlers",2
"14",14,"105 hecksher dr",1
"15",15,"10am  1pm",1
"16",16,"2 ear fiddlers",1
"17",17,"30th october fiddlers",1
"18",18,"5 bed detached house",1
"19",19,"a big fight",1
"20",20,"a great time",1
"21",21,"a hilarious name",1
"22",22,"a long day",1
"23",23,"a scandinavianamerican folk music festival",1
"24",24,"all the private courses",1
"25",25,"an unexpected bit",1
