"","sentiment","n","percent"
"1","anger",4249,5.95
"2","anticipation",11823,16.56
"3","disgust",3312,4.64
"4","fear",13324,18.66
"5","joy",14476,20.28
"6","sadness",5547,7.77
"7","surprise",5635,7.89
"8","trust",13032,18.25
