"","sentiment","n","percent"
"1","anger",113,6.56
"2","anticipation",439,25.48
"3","disgust",70,4.06
"4","fear",195,11.32
"5","joy",289,16.77
"6","sadness",117,6.79
"7","surprise",179,10.39
"8","trust",321,18.63
