"","sentiment","n","percent"
"1","anger",245,9.88
"2","anticipation",439,17.71
"3","disgust",146,5.89
"4","fear",775,31.26
"5","joy",212,8.55
"6","sadness",184,7.42
"7","surprise",148,5.97
"8","trust",330,13.31
