"","sentiment","n","percent"
"1","anger",510,7.74
"2","anticipation",1531,23.24
"3","disgust",336,5.1
"4","fear",754,11.44
"5","joy",1140,17.3
"6","sadness",483,7.33
"7","surprise",635,9.64
"8","trust",1200,18.21
