"","sentiment","n","percent"
"1","anger",13,10.4
"2","anticipation",21,16.8
"3","disgust",6,4.8
"4","fear",10,8
"5","joy",21,16.8
"6","sadness",17,13.6
"7","surprise",13,10.4
"8","trust",24,19.2
