"","created_at","mean_senti"
"1",2007-06-20,-0.25
"2",2007-07-30,0
"3",2007-08-26,0
"4",2007-09-07,0
"5",2008-03-21,1.3
"6",2008-05-09,0.1
"7",2008-05-18,-0.6
"8",2008-06-05,0.5
"9",2008-08-26,0.5
"10",2008-09-04,0
"11",2008-10-16,1.6
"12",2008-10-29,0.75
"13",2008-11-01,0.6
"14",2008-11-11,0
"15",2008-11-17,-1.5
"16",2008-12-03,0
"17",2008-12-22,0
"18",2008-12-23,0
"19",2009-01-12,0.75
"20",2009-01-16,1.35
"21",2009-01-30,0.483333333333333
"22",2009-01-31,1.25
"23",2009-02-01,0.4
"24",2009-02-06,1.1
"25",2009-02-07,0
"26",2009-02-08,0
"27",2009-02-11,0
"28",2009-02-15,0
"29",2009-02-19,0
"30",2009-02-20,0
"31",2009-02-21,0.75
"32",2009-02-27,0.75
"33",2009-03-01,0.35
"34",2009-03-04,0
"35",2009-03-05,1.6
"36",2009-03-08,0.5
"37",2009-03-13,2.7
"38",2009-03-15,1.4625
"39",2009-03-20,-0.5
"40",2009-03-21,0.5
"41",2009-03-23,0.5
"42",2009-03-24,1
"43",2009-03-25,0.375
"44",2009-03-27,0
"45",2009-03-28,0.4
"46",2009-03-29,0
"47",2009-03-30,0
"48",2009-04-03,0
"49",2009-04-04,0.675
"50",2009-04-05,0.383333333333333
"51",2009-04-12,0.5
"52",2009-04-13,1.3
"53",2009-04-20,1.8
"54",2009-04-22,0.05
"55",2009-04-23,0.75
"56",2009-04-24,1
"57",2009-04-25,0
"58",2009-04-27,0.75
"59",2009-04-30,0.2
"60",2009-05-02,1
"61",2009-05-03,1.35
"62",2009-05-09,2.175
"63",2009-05-10,0
"64",2009-05-12,0
"65",2009-05-14,0.85
"66",2009-05-15,-0.5
"67",2009-05-18,0
"68",2009-05-19,0.5
"69",2009-05-23,0.766666666666667
"70",2009-05-24,1.05
"71",2009-05-25,0.1
"72",2009-05-30,1.13333333333333
"73",2009-05-31,0.05
"74",2009-06-02,0
"75",2009-06-03,0.6
"76",2009-06-04,-0.65
"77",2009-06-06,0
"78",2009-06-07,0.85
"79",2009-06-09,0.85
"80",2009-06-10,1.3
"81",2009-06-13,0.775
"82",2009-06-14,0.5
"83",2009-06-16,2.1
"84",2009-06-18,0
"85",2009-06-19,0.775
"86",2009-06-20,1.1
"87",2009-06-21,0
"88",2009-06-25,1.175
"89",2009-06-28,1.8
"90",2009-06-30,1.025
"91",2009-07-01,0.4
"92",2009-07-02,1.3125
"93",2009-07-03,1
"94",2009-07-04,1.8
"95",2009-07-09,-0.25
"96",2009-07-10,0.425
"97",2009-07-12,0
"98",2009-07-14,0.6
"99",2009-07-15,0
"100",2009-07-18,0.35
"101",2009-07-19,0
"102",2009-07-23,-0.05
"103",2009-07-25,0.9
"104",2009-07-27,0.8
"105",2009-07-28,0.5
"106",2009-07-29,0.25
"107",2009-07-30,-0.3125
"108",2009-07-31,0.5
"109",2009-08-01,0.333333333333333
"110",2009-08-02,0
"111",2009-08-03,1.05
"112",2009-08-04,0
"113",2009-08-05,0.0333333333333333
"114",2009-08-08,0.60625
"115",2009-08-09,1.575
"116",2009-08-12,0
"117",2009-08-13,-0.216666666666667
"118",2009-08-14,0
"119",2009-08-15,-0.5
"120",2009-08-17,1.51666666666667
"121",2009-08-18,1.35
"122",2009-08-19,0
"123",2009-08-20,0.00909090909090906
"124",2009-08-21,0
"125",2009-08-22,1.35
"126",2009-08-23,0.625
"127",2009-08-25,-0.8
"128",2009-08-26,0.395588235294118
"129",2009-08-27,0.304807692307692
"130",2009-08-28,0.592857142857143
"131",2009-08-29,1.1
"132",2009-08-30,-0.125
"133",2009-08-31,0.875
"134",2009-09-01,0
"135",2009-09-02,-0.5
"136",2009-09-03,0.66
"137",2009-09-04,0.9
"138",2009-09-05,0.333333333333333
"139",2009-09-06,0.675
"140",2009-09-07,0.375
"141",2009-09-08,-0.266666666666667
"142",2009-09-10,0.675
"143",2009-09-12,-1.5
"144",2009-09-14,-0.5
"145",2009-09-15,1.3
"146",2009-09-19,0.8
"147",2009-09-21,0.25
"148",2009-09-24,0.8
"149",2009-09-25,0.76
"150",2009-09-26,0.5
"151",2009-09-27,0.875
"152",2009-09-28,0.533333333333333
"153",2009-09-29,0
"154",2009-09-30,0
"155",2009-10-01,0
"156",2009-10-02,0.25
"157",2009-10-03,1.025
"158",2009-10-04,-1
"159",2009-10-06,0
"160",2009-10-07,-0.75
"161",2009-10-08,1.25
"162",2009-10-10,2.77555756156289e-17
"163",2009-10-11,0.9625
"164",2009-10-12,0
"165",2009-10-14,0.6
"166",2009-10-15,0
"167",2009-10-17,0.5
"168",2009-10-19,0.1
"169",2009-10-22,0
"170",2009-10-26,-0.5
"171",2009-10-27,1.5
"172",2009-10-28,0.6
"173",2009-10-29,0.6
"174",2009-10-30,0
"175",2009-11-02,1.55
"176",2009-11-03,0
"177",2009-11-07,-0.1
"178",2009-11-08,0.5
"179",2009-11-09,-0.25
"180",2009-11-15,0
"181",2009-11-21,0.8
"182",2009-11-22,0
"183",2009-11-28,1.3
"184",2009-11-30,0.766666666666667
"185",2009-12-03,0.625
"186",2009-12-05,-0.25
"187",2009-12-08,0
"188",2009-12-10,0
"189",2009-12-12,0.6
"190",2009-12-14,0
"191",2009-12-15,0
"192",2009-12-18,0
"193",2009-12-19,0
"194",2009-12-24,1.75
"195",2009-12-25,1.7
"196",2009-12-26,0
"197",2009-12-27,1.775
"198",2009-12-28,0.75
"199",2009-12-31,0.183333333333333
"200",2010-01-01,1.81666666666667
"201",2010-01-03,0.3
"202",2010-01-04,0
"203",2010-01-06,-1.4
"204",2010-01-08,1.18333333333333
"205",2010-01-11,0.5
"206",2010-01-12,0
"207",2010-01-20,0
"208",2010-01-21,0.8
"209",2010-01-23,1.8
"210",2010-01-24,-0.3
"211",2010-01-27,0.95
"212",2010-01-30,0.8
"213",2010-02-01,0.8
"214",2010-02-02,0
"215",2010-02-03,0.25
"216",2010-02-04,1.5
"217",2010-02-06,0.4
"218",2010-02-07,0
"219",2010-02-10,0
"220",2010-02-11,0.75
"221",2010-02-12,1.3
"222",2010-02-13,0.8
"223",2010-02-16,0.5
"224",2010-02-17,0.25
"225",2010-02-18,0.7
"226",2010-02-19,0.6
"227",2010-02-21,1.1
"228",2010-02-25,-0.95
"229",2010-02-26,0.25
"230",2010-02-28,0.375
"231",2010-03-02,0.125
"232",2010-03-03,0.25
"233",2010-03-04,1.36666666666667
"234",2010-03-05,0
"235",2010-03-06,1
"236",2010-03-07,0.33
"237",2010-03-08,0.25
"238",2010-03-10,-0.25
"239",2010-03-11,0
"240",2010-03-12,0.6
"241",2010-03-14,0
"242",2010-03-16,-0.0625
"243",2010-03-19,0.3
"244",2010-03-21,-0.125
"245",2010-03-22,0.75
"246",2010-03-23,0
"247",2010-03-24,0.733333333333333
"248",2010-03-25,0.2
"249",2010-03-27,-0.5
"250",2010-03-28,1.05
"251",2010-03-29,-0.4
"252",2010-03-30,-0.9
"253",2010-04-01,-0.5
"254",2010-04-02,1.35
"255",2010-04-03,0
"256",2010-04-04,0.5
"257",2010-04-05,0.4
"258",2010-04-06,0
"259",2010-04-08,1
"260",2010-04-10,1.11666666666667
"261",2010-04-11,1.225
"262",2010-04-13,0
"263",2010-04-14,0.4
"264",2010-04-15,0
"265",2010-04-16,0
"266",2010-04-17,0.87
"267",2010-04-18,-0.15
"268",2010-04-19,0.75
"269",2010-04-20,-0.25
"270",2010-04-21,0.166666666666667
"271",2010-04-22,0.25
"272",2010-04-23,0.625
"273",2010-04-24,1.14
"274",2010-04-25,0.45
"275",2010-04-26,-0.75
"276",2010-04-27,0.25
"277",2010-04-29,0
"278",2010-04-30,2.8
"279",2010-05-03,0.375
"280",2010-05-05,0
"281",2010-05-08,0.5
"282",2010-05-10,0.75
"283",2010-05-18,0.8
"284",2010-05-19,0.25
"285",2010-05-20,-0.4
"286",2010-05-21,1.95
"287",2010-05-22,0.6625
"288",2010-05-23,1.7375
"289",2010-05-24,0
"290",2010-05-25,0
"291",2010-05-26,1.3
"292",2010-05-27,0.416666666666667
"293",2010-05-29,-0.25
"294",2010-05-31,0.533333333333333
"295",2010-06-01,0
"296",2010-06-02,0.25
"297",2010-06-03,1.85
"298",2010-06-04,1.025
"299",2010-06-05,0.425
"300",2010-06-06,0.925
"301",2010-06-07,0.45
"302",2010-06-09,1.01666666666667
"303",2010-06-13,0.6625
"304",2010-06-15,0
"305",2010-06-16,0.433333333333333
"306",2010-06-17,-0.05
"307",2010-06-18,0
"308",2010-06-19,-0.3375
"309",2010-06-20,0
"310",2010-06-21,0
"311",2010-06-22,-0.25
"312",2010-06-23,1.4
"313",2010-06-24,0.6
"314",2010-06-25,0.95
"315",2010-06-26,0.0125
"316",2010-06-27,0.466666666666667
"317",2010-06-29,0.5
"318",2010-07-01,0.3
"319",2010-07-02,0.3
"320",2010-07-03,0.0166666666666666
"321",2010-07-04,0.5
"322",2010-07-05,0.216666666666667
"323",2010-07-08,0.133333333333333
"324",2010-07-09,0.666666666666667
"325",2010-07-11,2.35
"326",2010-07-12,0.375
"327",2010-07-13,1.05
"328",2010-07-14,0.6
"329",2010-07-15,0.75
"330",2010-07-16,1.075
"331",2010-07-17,0.25
"332",2010-07-18,0.183333333333333
"333",2010-07-21,-0.05
"334",2010-07-22,1.05
"335",2010-07-23,0
"336",2010-07-24,0.2375
"337",2010-07-25,0.708333333333333
"338",2010-07-26,1.25
"339",2010-07-28,0.1
"340",2010-07-29,0
"341",2010-07-31,-0.1
"342",2010-08-01,2.25
"343",2010-08-02,0
"344",2010-08-03,0.625
"345",2010-08-04,0.433333333333333
"346",2010-08-05,0.116666666666667
"347",2010-08-06,0.4
"348",2010-08-07,0.7
"349",2010-08-08,0.375
"350",2010-08-09,0.0482758620689655
"351",2010-08-10,0.3
"352",2010-08-12,0.433333333333333
"353",2010-08-13,0.1
"354",2010-08-14,1
"355",2010-08-15,-1
"356",2010-08-16,0.125
"357",2010-08-17,-0.125
"358",2010-08-18,-0.225
"359",2010-08-19,1
"360",2010-08-20,1.4
"361",2010-08-21,1.425
"362",2010-08-22,0.633333333333333
"363",2010-08-23,0.325
"364",2010-08-24,0
"365",2010-08-26,0
"366",2010-08-27,0.25
"367",2010-08-28,0.116666666666667
"368",2010-08-30,0.516666666666667
"369",2010-09-02,0.5
"370",2010-09-04,1.25
"371",2010-09-05,0.6625
"372",2010-09-06,0.2
"373",2010-09-07,1.3
"374",2010-09-09,0.3
"375",2010-09-10,0.675
"376",2010-09-11,0.125
"377",2010-09-12,1.05
"378",2010-09-13,0.1
"379",2010-09-14,0.1
"380",2010-09-16,0
"381",2010-09-17,0.5
"382",2010-09-18,0.175
"383",2010-09-19,0.6875
"384",2010-09-20,0.875
"385",2010-09-21,0.6
"386",2010-09-22,0.65
"387",2010-09-24,0.3
"388",2010-09-25,-0.0571428571428571
"389",2010-09-26,1.15
"390",2010-09-28,0
"391",2010-09-29,0.0714285714285714
"392",2010-09-30,0.833333333333333
"393",2010-10-01,0.8
"394",2010-10-03,0.116666666666667
"395",2010-10-04,0
"396",2010-10-06,-0.375
"397",2010-10-08,-0.25
"398",2010-10-09,0.5
"399",2010-10-10,0.05
"400",2010-10-11,0.25
"401",2010-10-12,0.875
"402",2010-10-13,0.55
"403",2010-10-14,0
"404",2010-10-15,0
"405",2010-10-16,0
"406",2010-10-17,1.15
"407",2010-10-18,0.05
"408",2010-10-19,-0.45
"409",2010-10-20,-0.375
"410",2010-10-21,-0.1
"411",2010-10-22,1.3
"412",2010-10-23,-0.75
"413",2010-10-24,0.825
"414",2010-10-25,0.54
"415",2010-10-26,0
"416",2010-10-27,0.35
"417",2010-10-30,0.2
"418",2010-10-31,1.15
"419",2010-11-01,-0.3
"420",2010-11-02,0
"421",2010-11-03,0.1
