"","sentiment","n","percent"
"1","anger",105663,15.63
"2","anticipation",87839,13
"3","disgust",69745,10.32
"4","fear",86749,12.84
"5","joy",89784,13.28
"6","sadness",83114,12.3
"7","surprise",55566,8.22
"8","trust",97388,14.41
