"","sentiment","n","percent"
"1","anger",21,2.54
"2","anticipation",71,8.6
"3","disgust",17,2.06
"4","fear",545,65.98
"5","joy",56,6.78
"6","sadness",24,2.91
"7","surprise",38,4.6
"8","trust",54,6.54
