"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106039030080","Agriculture and rural land management","Suspected","Agriculture - Livestock","Poor Livestock Management","Suspected"
"2","GB106039030080","Agriculture and rural land management","Suspected","Not applicable","Land drainage - operational management","Suspected"
"3","GB106039030080","Agriculture and rural land management","Suspected","Agriculture - Arable","Poor nutrient management","Suspected"
"4","GB106039030080","Water Industry","Suspected","Not applicable","Sewage discharge (continuous)","Suspected"
