"","sentiment","n","percent"
"1","anger",18,4.96
"2","anticipation",83,22.87
"3","disgust",28,7.71
"4","fear",35,9.64
"5","joy",70,19.28
"6","sadness",23,6.34
"7","surprise",36,9.92
"8","trust",70,19.28
