"","WBID","Category","Category Certainty","Business Sector","Activity","Activity Certainty"
"1","GB106039037360","Water Industry","Probable","Waste water treatment","Sewage discharge (continuous)","Probable"
"2","GB106039037360","Water Industry","Probable","Waste water treatment","Sewage discharge (continuous)","Probable"
"3","GB106039037360","No sector responsible","Not applicable","Not applicable","Drought","Suspected"
"4","GB106039037360","Agriculture and rural land management","Suspected","Not applicable","Land drainage - operational management","Suspected"
"5","GB106039037360","Agriculture and rural land management","Suspected","Agriculture - Livestock","Poor Livestock Management","Suspected"
