"","sentiment","n","percent"
"1","anger",169,6.69
"2","anticipation",563,22.27
"3","disgust",109,4.31
"4","fear",308,12.18
"5","joy",398,15.74
"6","sadness",188,7.44
"7","surprise",215,8.5
"8","trust",578,22.86
