"","sentiment","n","percent"
"1","anger",12,5.66
"2","anticipation",42,19.81
"3","disgust",6,2.83
"4","fear",13,6.13
"5","joy",48,22.64
"6","sadness",17,8.02
"7","surprise",5,2.36
"8","trust",69,32.55
