"","sentiment","n","percent"
"1","anger",4,3.92
"2","anticipation",32,31.37
"3","disgust",5,4.9
"4","fear",5,4.9
"5","joy",20,19.61
"6","sadness",7,6.86
"7","surprise",6,5.88
"8","trust",23,22.55
