"","sentiment","n","percent"
"1","anger",26,10.24
"2","anticipation",50,19.69
"3","disgust",25,9.84
"4","fear",19,7.48
"5","joy",40,15.75
"6","sadness",8,3.15
"7","surprise",39,15.35
"8","trust",47,18.5
