"","sentiment","n","percent"
"1","anger",347,2.18
"2","anticipation",3586,22.5
"3","disgust",2789,17.5
"4","fear",3671,23.04
"5","joy",3478,21.83
"6","sadness",469,2.94
"7","surprise",519,3.26
"8","trust",1076,6.75
