"","sentiment","n","percent"
"1","anger",239,7.45
"2","anticipation",564,17.57
"3","disgust",158,4.92
"4","fear",595,18.54
"5","joy",522,16.26
"6","sadness",274,8.54
"7","surprise",250,7.79
"8","trust",608,18.94
