"","sentiment","n","percent"
"1","anger",18,5.64
"2","anticipation",26,8.15
"3","disgust",7,2.19
"4","fear",233,73.04
"5","joy",2,0.63
"6","sadness",5,1.57
"7","surprise",8,2.51
"8","trust",20,6.27
